A1,,B1,,C1,,D1,,E1,,F1,,G1,,H1,
1000.39,-3.57539034,1000.39,-3.56150794,1000.39,-3.11359978,1000.39,-2.5223918,1000.39,-1.30695748,1000.39,-0.35831302,1000.39,-0.05204011,1000.39,0.00183903
1000.59,-3.57503343,1000.59,-3.55799627,1000.59,-3.11603022,1000.59,-2.53007364,1000.59,-1.31044209,1000.59,-0.35309094,1000.59,-0.05296855,1000.59,0.00224129
1000.79,-3.58128095,1000.79,-3.55906224,1000.79,-3.1162982,1000.79,-2.5265491,1000.79,-1.31233382,1000.79,-0.35474828,1000.79,-0.05241998,1000.79,-0.00161652
1000.99,-3.58296585,1000.99,-3.5613625,1000.99,-3.11899805,1000.99,-2.53103113,1000.99,-1.31443751,1000.99,-0.3569622,1000.99,-0.05392582,1000.99,0.00289499
1001.18,-3.58210301,1001.18,-3.56822038,1001.18,-3.12441039,1001.18,-2.53408289,1001.18,-1.31078827,1001.18,-0.35896975,1001.18,-0.05145242,1001.18,0.00808509
1001.37,-3.58618331,1001.37,-3.57538676,1001.37,-3.12519264,1001.37,-2.5327704,1001.37,-1.31040978,1001.37,-0.35447481,1001.37,-0.05182959,1001.37,-0.00057654
1001.59,-3.59154439,1001.59,-3.57570982,1001.59,-3.12580109,1001.59,-2.53451753,1001.59,-1.31146932,1001.59,-0.35617113,1001.59,-0.05449421,1001.59,0.00420398
1001.79,-3.59276843,1001.79,-3.57711434,1001.79,-3.131778,1001.79,-2.53626466,1001.79,-1.31260884,1001.79,-0.35829535,1001.79,-0.05371128,1001.79,0.00090553
1001.98,-3.5965426,1001.98,-3.58413076,1001.98,-3.13000846,1001.98,-2.54166961,1001.98,-1.31567991,1001.98,-0.35612878,1001.98,-0.04960451,1001.98,-0.00085756
1002.18,-3.60236835,1002.18,-3.58372283,1002.18,-3.13465619,1002.18,-2.54130983,1002.18,-1.31413317,1002.18,-0.35703939,1002.18,-0.04838853,1002.18,0.00540397
1002.38,-3.6022737,1002.38,-3.58406496,1002.38,-3.14148235,1002.38,-2.53688574,1002.38,-1.31446064,1002.38,-0.35305247,1002.38,-0.0541776,1002.38,0.00685965
1002.59,-3.60359836,1002.59,-3.59319901,1002.59,-3.13445568,1002.59,-2.54290509,1002.59,-1.31923616,1002.59,-0.36016929,1002.59,-0.04987898,1002.59,0.00383011
1002.79,-3.60847926,1002.79,-3.59318113,1002.79,-3.14230061,1002.79,-2.54827809,1002.79,-1.31692767,1002.79,-0.35936415,1002.79,-0.05304599,1002.79,0.0053892
1002.99,-3.60868669,1002.99,-3.59687901,1002.99,-3.14852452,1002.99,-2.55006933,1002.99,-1.32202458,1002.99,-0.35988727,1002.99,-0.04944022,1002.99,0.00248923
1003.2,-3.60920238,1003.2,-3.59885693,1003.2,-3.14435196,1003.2,-2.54771113,1003.2,-1.31925821,1003.2,-0.36307317,1003.2,-0.05135158,1003.2,0.00150288
1003.38,-3.61234379,1003.38,-3.60053587,1003.38,-3.14675164,1003.38,-2.54911494,1003.38,-1.32054353,1003.38,-0.36056247,1003.38,-0.05151658,1003.38,0.0038283
1003.58,-3.61933661,1003.58,-3.60196829,1003.58,-3.1475668,1003.58,-2.55124283,1003.58,-1.32357705,1003.58,-0.35320723,1003.58,-0.04703925,1003.58,0.00153001
1003.77,-3.62558937,1003.77,-3.6044569,1003.77,-3.16039586,1003.77,-2.5555377,1003.77,-1.3212446,1003.77,-0.35818201,1003.77,-0.05056565,1003.77,0.0011955
1003.99,-3.62519383,1003.99,-3.61209846,1003.99,-3.16032696,1003.99,-2.55504441,1003.99,-1.32149589,1003.99,-0.36228219,1003.99,-0.05014357,1003.99,0.00189187
1004.18,-3.62706804,1004.18,-3.61284566,1004.18,-3.15761161,1004.18,-2.56171298,1004.18,-1.32492363,1004.18,-0.36057582,1004.18,-0.05384421,1004.18,0.00348975
1004.4,-3.62978148,1004.4,-3.61595321,1004.4,-3.16243863,1004.4,-2.56248569,1004.4,-1.33123744,1004.4,-0.35842544,1004.4,-0.05924923,1004.4,0.0038625
1004.58,-3.63735342,1004.58,-3.61812854,1004.58,-3.16879463,1004.58,-2.56227946,1004.58,-1.32804072,1004.58,-0.36159402,1004.58,-0.05160429,1004.58,0.00689997
1004.79,-3.6371305,1004.79,-3.62675929,1004.79,-3.17373824,1004.79,-2.5638876,1004.79,-1.3266325,1004.79,-0.3626188,1004.79,-0.05172916,1004.79,0.00111079
1004.99,-3.64049459,1004.99,-3.62307906,1004.99,-3.1693778,1004.99,-2.56687045,1004.99,-1.32719004,1004.99,-0.3673062,1004.99,-0.05338215,1004.99,-0.00005087
1005.18,-3.64195752,1005.18,-3.62950897,1005.18,-3.17254567,1005.18,-2.56772447,1005.18,-1.33482993,1005.18,-0.3605831,1005.18,-0.05715661,1005.18,0.00571754
1005.39,-3.64751053,1005.39,-3.63214684,1005.39,-3.17389226,1005.39,-2.57068467,1005.39,-1.32844543,1005.39,-0.36167228,1005.39,-0.05256115,1005.39,0.00641788
1005.58,-3.64432859,1005.58,-3.62833858,1005.58,-3.18153191,1005.58,-2.57736659,1005.58,-1.32958674,1005.58,-0.36319298,1005.58,-0.05308638,1005.58,0.00516432
1005.78,-3.65604854,1005.78,-3.63267159,1005.78,-3.17777467,1005.78,-2.57203531,1005.78,-1.33157325,1005.78,-0.36853242,1005.78,-0.05813064,1005.78,0.0031465
1005.99,-3.65725899,1005.99,-3.63760829,1005.99,-3.19151306,1005.99,-2.58146834,1005.99,-1.33631253,1005.99,-0.36486432,1005.99,-0.04987222,1005.99,0.00099745
1006.17,-3.65312028,1006.17,-3.64098525,1006.17,-3.18587637,1006.17,-2.57827282,1006.17,-1.32914734,1006.17,-0.36369583,1006.17,-0.05392862,1006.17,0.00180533
1006.39,-3.66635299,1006.39,-3.64609265,1006.39,-3.19075871,1006.39,-2.57511353,1006.39,-1.33506131,1006.39,-0.36256793,1006.39,-0.05045764,1006.39,0.00150501
1006.58,-3.65882683,1006.58,-3.64277172,1006.58,-3.19212961,1006.58,-2.57752132,1006.58,-1.3368156,1006.58,-0.3611621,1006.58,-0.05237517,1006.58,0.00221673
1006.78,-3.6677649,1006.78,-3.65113902,1006.78,-3.19183731,1006.78,-2.5832715,1006.78,-1.32791126,1006.78,-0.36402586,1006.78,-0.05716778,1006.78,0.00572043
1006.99,-3.66780972,1006.99,-3.65314126,1006.99,-3.19674015,1006.99,-2.57871318,1006.99,-1.33729649,1006.99,-0.36053488,1006.99,-0.054481,1006.99,0.00094431
1007.17,-3.6707654,1007.17,-3.6560173,1007.17,-3.20035338,1007.17,-2.58859754,1007.17,-1.33610702,1007.17,-0.36648965,1007.17,-0.05665015,1007.17,-0.00397265
1007.39,-3.67304277,1007.39,-3.66135621,1007.39,-3.2030046,1007.39,-2.58691978,1007.39,-1.33533812,1007.39,-0.36532921,1007.39,-0.05428017,1007.39,0.00042794
1007.58,-3.6770134,1007.58,-3.66211033,1007.58,-3.20346212,1007.58,-2.59301114,1007.58,-1.33764398,1007.58,-0.36281711,1007.58,-0.05623824,1007.58,0.00202895
1007.8,-3.68418097,1007.8,-3.66638494,1007.8,-3.2064507,1007.8,-2.59271669,1007.8,-1.33207273,1007.8,-0.36508724,1007.8,-0.0531656,1007.8,0.00586934
1007.98,-3.68529773,1007.98,-3.66662502,1007.98,-3.20936012,1007.98,-2.59103727,1007.98,-1.33734941,1007.98,-0.36081272,1007.98,-0.0544519,1007.98,0.00336892
1008.17,-3.68703508,1008.17,-3.67171979,1008.17,-3.20807362,1008.17,-2.59183192,1008.17,-1.337345,1008.17,-0.3624627,1008.17,-0.05227518,1008.17,0.00507932
1008.37,-3.69196296,1008.37,-3.67183089,1008.37,-3.21545982,1008.37,-2.59684968,1008.37,-1.34174669,1008.37,-0.36806166,1008.37,-0.05651867,1008.37,0.00373855
1008.59,-3.695822,1008.59,-3.67681098,1008.59,-3.2177732,1008.59,-2.60278249,1008.59,-1.33891606,1008.59,-0.36545613,1008.59,-0.05302592,1008.59,0.00456255
1008.79,-3.69332147,1008.79,-3.67792559,1008.79,-3.21819043,1008.79,-2.6019814,1008.79,-1.34290135,1008.79,-0.36827603,1008.79,-0.05599845,1008.79,0.00610702
1008.97,-3.69513917,1008.97,-3.68327355,1008.97,-3.22068882,1008.97,-2.60031343,1008.97,-1.34275627,1008.97,-0.36697194,1008.97,-0.05234712,1008.97,0.00435293
1009.18,-3.70561099,1009.18,-3.69050217,1009.18,-3.22490168,1009.18,-2.60269713,1009.18,-1.34441328,1009.18,-0.36586207,1009.18,-0.05615586,1009.18,0.00133324
1009.39,-3.7103858,1009.39,-3.69070196,1009.39,-3.22652912,1009.39,-2.60322785,1009.39,-1.34796655,1009.39,-0.36582917,1009.39,-0.05560638,1009.39,0.00448899
1009.58,-3.7048676,1009.58,-3.69079399,1009.58,-3.22738528,1009.58,-2.60504889,1009.58,-1.34391916,1009.58,-0.36939204,1009.58,-0.05752474,1009.58,0.00351586
1009.79,-3.71196532,1009.79,-3.69043422,1009.79,-3.23073697,1009.79,-2.60820246,1009.79,-1.34176314,1009.79,-0.36116922,1009.79,-0.05548318,1009.79,0.00281925
1009.98,-3.71390796,1009.98,-3.69349599,1009.98,-3.23336554,1009.98,-2.60418296,1009.98,-1.3441602,1009.98,-0.36741856,1009.98,-0.05279431,1009.98,0.00175693
1010.17,-3.71679473,1010.17,-3.69505405,1010.17,-3.2351861,1010.17,-2.61051869,1010.17,-1.34852374,1010.17,-0.36592528,1010.17,-0.05605586,1010.17,0.00028653
1010.39,-3.72174168,1010.39,-3.70008039,1010.39,-3.24206352,1010.39,-2.60756469,1010.39,-1.34857631,1010.39,-0.36533558,1010.39,-0.05489318,1010.39,0.00464529
1010.59,-3.71895313,1010.59,-3.70578647,1010.59,-3.24140501,1010.59,-2.61596107,1010.59,-1.35196078,1010.59,-0.36579707,1010.59,-0.05424746,1010.59,-0.00242155
1010.79,-3.72624373,1010.79,-3.70957899,1010.79,-3.24410486,1010.79,-2.62124848,1010.79,-1.34961808,1010.79,-0.37001443,1010.79,-0.05435358,1010.79,0.00115657
1010.99,-3.72766995,1010.99,-3.71103811,1010.99,-3.24565458,1010.99,-2.61581302,1010.99,-1.34945893,1010.99,-0.37102869,1010.99,-0.05351075,1010.99,0.0033219
1011.18,-3.73132253,1011.18,-3.71141386,1011.18,-3.24824619,1011.18,-2.61925673,1011.18,-1.35016847,1011.18,-0.3687309,1011.18,-0.05500295,1011.18,0.00297277
1011.39,-3.72926974,1011.39,-3.71904874,1011.39,-3.25349021,1011.39,-2.62438941,1011.39,-1.35542262,1011.39,-0.3667025,1011.39,-0.05743959,1011.39,0.00243546
1011.59,-3.74041128,1011.59,-3.72171497,1011.59,-3.24920964,1011.59,-2.62677741,1011.59,-1.35593212,1011.59,-0.37004545,1011.59,-0.05797052,1011.59,0.00022379
1011.79,-3.73859453,1011.79,-3.7229352,1011.79,-3.2552135,1011.79,-2.62690592,1011.79,-1.34881485,1011.79,-0.36606964,1011.79,-0.05605176,1011.79,0.00178396
1011.99,-3.74529362,1011.99,-3.72552061,1011.99,-3.2608633,1011.99,-2.62747788,1011.99,-1.35341346,1011.99,-0.3689799,1011.99,-0.05875112,1011.99,-0.00177475
1012.18,-3.74354362,1012.18,-3.72949409,1012.18,-3.26238394,1012.18,-2.63269305,1012.18,-1.35250056,1012.18,-0.36939722,1012.18,-0.05470243,1012.18,0.00461067
1012.38,-3.75267506,1012.38,-3.73311472,1012.38,-3.2651403,1012.38,-2.63038611,1012.38,-1.35727763,1012.38,-0.36981547,1012.38,-0.05809981,1012.38,-0.00192005
1012.59,-3.75611687,1012.59,-3.73015165,1012.59,-3.25933623,1012.59,-2.63617682,1012.59,-1.35831308,1012.59,-0.36709341,1012.59,-0.05990577,1012.59,0.00151257
1012.79,-3.75731635,1012.79,-3.74123216,1012.79,-3.27075338,1012.79,-2.64109612,1012.79,-1.35672498,1012.79,-0.36823457,1012.79,-0.05674832,1012.79,-0.0015821
1012.99,-3.75564194,1012.99,-3.74116969,1012.99,-3.2717545,1012.99,-2.64014864,1012.99,-1.35808444,1012.99,-0.36697662,1012.99,-0.056193,1012.99,0.00153112
1013.19,-3.75624442,1013.19,-3.74528432,1013.19,-3.2726469,1013.19,-2.63543892,1013.19,-1.36082637,1013.19,-0.36722174,1013.19,-0.05479149,1013.19,0.001409
1013.38,-3.76394129,1013.38,-3.74277067,1013.38,-3.27713418,1013.38,-2.64269066,1013.38,-1.35938454,1013.38,-0.36869141,1013.38,-0.05506654,1013.38,0.00791693
1013.58,-3.76497364,1013.58,-3.74829173,1013.58,-3.27975368,1013.58,-2.64527464,1013.58,-1.36529803,1013.58,-0.37129629,1013.58,-0.05910445,1013.58,0.00185221
1013.79,-3.7654562,1013.79,-3.7518456,1013.79,-3.28031301,1013.79,-2.64751291,1013.79,-1.36248124,1013.79,-0.37115246,1013.79,-0.05362812,1013.79,-0.00298862
1013.99,-3.77273035,1013.99,-3.75454402,1013.99,-3.27964473,1013.99,-2.6496613,1013.99,-1.36561096,1013.99,-0.37165132,1013.99,-0.05568745,1013.99,0.00190151
1014.19,-3.77885437,1014.19,-3.75543904,1014.19,-3.29298162,1014.19,-2.64930725,1014.19,-1.35943031,1014.19,-0.37146276,1014.19,-0.05727853,1014.19,0.00272585
1014.4,-3.77934313,1014.4,-3.75448203,1014.4,-3.28958631,1014.4,-2.64898157,1014.4,-1.3609221,1014.4,-0.36902648,1014.4,-0.05561382,1014.4,-0.00015019
1014.58,-3.78106236,1014.58,-3.75972223,1014.58,-3.2919333,1014.58,-2.64735723,1014.58,-1.35899448,1014.58,-0.37380472,1014.58,-0.05980908,1014.58,0.00352661
1014.78,-3.7863698,1014.78,-3.76671863,1014.78,-3.29133892,1014.78,-2.65495276,1014.78,-1.3617605,1014.78,-0.37301973,1014.78,-0.05336218,1014.78,0.00242201
1014.99,-3.78855729,1014.99,-3.77097178,1014.99,-3.29601717,1014.99,-2.65198016,1014.99,-1.36698055,1014.99,-0.37195808,1014.99,-0.05893775,1014.99,0.00478001
1015.19,-3.78887653,1015.19,-3.76548767,1015.19,-3.30097651,1015.19,-2.66157532,1015.19,-1.37203503,1015.19,-0.37095609,1015.19,-0.05715244,1015.19,0.00235713
1015.39,-3.79463983,1015.39,-3.77298808,1015.39,-3.30332279,1015.39,-2.6596508,1015.39,-1.36737835,1015.39,-0.37414435,1015.39,-0.05574733,1015.39,0.0048323
1015.6,-3.79767823,1015.6,-3.77759099,1015.6,-3.30244327,1015.6,-2.65716028,1015.6,-1.36583698,1015.6,-0.36989617,1015.6,-0.05368828,1015.6,0.00585842
1015.78,-3.796942,1015.78,-3.77992082,1015.78,-3.30049372,1015.78,-2.66344595,1015.78,-1.37036109,1015.78,-0.36948338,1015.78,-0.05531003,1015.78,-0.00012206
1015.97,-3.79869318,1015.97,-3.77634025,1015.97,-3.30761456,1015.97,-2.66246867,1015.97,-1.36783326,1015.97,-0.37368274,1015.97,-0.05611083,1015.97,-0.00127799
1016.19,-3.79875064,1016.19,-3.78636551,1016.19,-3.30892539,1016.19,-2.66323972,1016.19,-1.37343299,1016.19,-0.37330139,1016.19,-0.05690996,1016.19,0.00004751
1016.38,-3.80829072,1016.38,-3.78878951,1016.38,-3.3075161,1016.38,-2.6641798,1016.38,-1.37084079,1016.38,-0.37118542,1016.38,-0.0587272,1016.38,0.00088829
1016.59,-3.80921054,1016.59,-3.79295468,1016.59,-3.32003641,1016.59,-2.66472745,1016.59,-1.36686182,1016.59,-0.37425056,1016.59,-0.05518281,1016.59,0.00226314
1016.78,-3.81583905,1016.78,-3.79567027,1016.78,-3.32181263,1016.78,-2.66384697,1016.78,-1.36694467,1016.78,-0.37468159,1016.78,-0.0551782,1016.78,0.00011757
1016.97,-3.81626248,1016.97,-3.79599237,1016.97,-3.32415891,1016.97,-2.66711903,1016.97,-1.37538981,1016.97,-0.37675712,1016.97,-0.05696196,1016.97,0.00365243
1017.19,-3.81537414,1017.19,-3.79949546,1017.19,-3.31933498,1017.19,-2.6630168,1017.19,-1.37065399,1017.19,-0.37297925,1017.19,-0.05702454,1017.19,0.00587636
1017.39,-3.81284833,1017.39,-3.79816699,1017.39,-3.33178353,1017.39,-2.67303681,1017.39,-1.37630153,1017.39,-0.37537998,1017.39,-0.05561207,1017.39,0.00276748
1017.59,-3.81705332,1017.59,-3.80246758,1017.59,-3.32884765,1017.59,-2.67580223,1017.59,-1.37462533,1017.59,-0.37279013,1017.59,-0.05818864,1017.59,0.00269836
1017.78,-3.82185912,1017.78,-3.80786347,1017.78,-3.32386088,1017.78,-2.6739378,1017.78,-1.37555134,1017.78,-0.37387177,1017.78,-0.05705113,1017.78,0.00335656
1017.98,-3.82864213,1017.98,-3.80607796,1017.98,-3.3344388,1017.98,-2.68347049,1017.98,-1.37545121,1017.98,-0.37094983,1017.98,-0.05955841,1017.98,0.00377721
1018.19,-3.82687712,1018.19,-3.81031036,1018.19,-3.33275867,1018.19,-2.68294096,1018.19,-1.37636888,1018.19,-0.37743101,1018.19,-0.05846102,1018.19,-0.00149575
1018.39,-3.83300495,1018.39,-3.81708384,1018.39,-3.33806992,1018.39,-2.68024492,1018.39,-1.37496412,1018.39,-0.37354329,1018.39,-0.05881791,1018.39,0.00145152
1018.59,-3.83813548,1018.59,-3.81801581,1018.59,-3.33969593,1018.59,-2.67939329,1018.59,-1.37401819,1018.59,-0.37122747,1018.59,-0.05910049,1018.59,0.00314895
1018.79,-3.83603811,1018.79,-3.8235693,1018.79,-3.34138083,1018.79,-2.68757296,1018.79,-1.38212919,1018.79,-0.37455821,1018.79,-0.0595694,1018.79,0.00386704
1018.98,-3.83944273,1018.98,-3.82849264,1018.98,-3.34353089,1018.98,-2.69213986,1018.98,-1.38129866,1018.98,-0.37774122,1018.98,-0.05766896,1018.98,0.00488137
1019.18,-3.84441495,1019.18,-3.82918,1019.18,-3.34475803,1019.18,-2.68954325,1019.18,-1.38439441,1019.18,-0.37737808,1019.18,-0.05761928,1019.18,-0.00010693
1019.39,-3.85076976,1019.39,-3.83127904,1019.39,-3.35224366,1019.39,-2.69688654,1019.39,-1.37973988,1019.39,-0.37996632,1019.39,-0.06002976,1019.39,0.0027517
1019.59,-3.84771395,1019.59,-3.8337512,1019.59,-3.35453272,1019.59,-2.69623804,1019.59,-1.38758492,1019.59,-0.38157061,1019.59,-0.05603918,1019.59,-0.00123768
1019.79,-3.85335708,1019.79,-3.83861732,1019.79,-3.35413146,1019.79,-2.69284868,1019.79,-1.3876555,1019.79,-0.37536648,1019.79,-0.0581146,1019.79,0.00134799
1020,-3.85775781,1020,-3.83548188,1020,-3.35660553,1020,-2.69674969,1020,-1.38320303,1020,-0.37560225,1020,-0.06054373,1020,0.00268166
1020.17,-3.85621309,1020.17,-3.84320354,1020.17,-3.36044621,1020.17,-2.70190167,1020.17,-1.38800585,1020.17,-0.37336433,1020.17,-0.05512524,1020.17,-0.00316658
1020.37,-3.86180449,1020.37,-3.83847046,1020.37,-3.3627193,1020.37,-2.70210171,1020.37,-1.38001871,1020.37,-0.37706441,1020.37,-0.06072742,1020.37,0.00132998
1020.59,-3.8638072,1020.59,-3.84737825,1020.59,-3.36437941,1020.59,-2.6989429,1020.59,-1.38483083,1020.59,-0.37949705,1020.59,-0.05515262,1020.59,0.0001519
1020.79,-3.86431742,1020.79,-3.85115862,1020.79,-3.36907339,1020.79,-2.69719958,1020.79,-1.39498663,1020.79,-0.37652448,1020.79,-0.05741316,1020.79,-0.0007441
1020.99,-3.87230468,1020.99,-3.85254526,1020.99,-3.36718106,1020.99,-2.70763063,1020.99,-1.38724816,1020.99,-0.38088611,1020.99,-0.05912437,1020.99,0.00426772
1021.2,-3.871171,1021.2,-3.85356116,1021.2,-3.37388182,1021.2,-2.70779443,1021.2,-1.38883722,1021.2,-0.38038352,1021.2,-0.05808989,1021.2,0.00123918
1021.38,-3.87827277,1021.38,-3.85621572,1021.38,-3.3765192,1021.38,-2.70645332,1021.38,-1.39613605,1021.38,-0.37743786,1021.38,-0.05802489,1021.38,0.00115701
1021.59,-3.87751818,1021.59,-3.85971403,1021.59,-3.37754321,1021.59,-2.71073437,1021.59,-1.38786387,1021.59,-0.38109282,1021.59,-0.05491817,1021.59,0.00178962
1021.79,-3.87831926,1021.79,-3.86380672,1021.79,-3.3806138,1021.79,-2.71197534,1021.79,-1.39202619,1021.79,-0.37846014,1021.79,-0.05651336,1021.79,0.00052109
1021.98,-3.88217235,1021.98,-3.86387801,1021.98,-3.3749249,1021.98,-2.71474934,1021.98,-1.39163148,1021.98,-0.3783111,1021.98,-0.05701839,1021.98,0.00575081
1022.2,-3.88922381,1022.2,-3.86623216,1022.2,-3.38383651,1022.2,-2.71639919,1022.2,-1.3932538,1022.2,-0.37484506,1022.2,-0.05729152,1022.2,0.0032654
1022.38,-3.89005518,1022.38,-3.86378026,1022.38,-3.38939261,1022.38,-2.71863508,1022.38,-1.39059269,1022.38,-0.37793568,1022.38,-0.06301764,1022.38,0.00484262
1022.57,-3.8924377,1022.57,-3.87468386,1022.57,-3.38997889,1022.57,-2.72078133,1022.57,-1.39389431,1022.57,-0.38090354,1022.57,-0.05780931,1022.57,0.00201597
1022.79,-3.89254236,1022.79,-3.87567449,1022.79,-3.39188051,1022.79,-2.72168708,1022.79,-1.39604354,1022.79,-0.38127348,1022.79,-0.05925094,1022.79,0.00161104
1022.97,-3.8969357,1022.97,-3.88257647,1022.97,-3.39334297,1022.97,-2.72339988,1022.97,-1.39926124,1022.97,-0.37883723,1022.97,-0.05870214,1022.97,0.00164057
1023.18,-3.89810228,1023.18,-3.88120723,1023.18,-3.39776564,1023.18,-2.72328806,1023.18,-1.39154959,1023.18,-0.37820649,1023.18,-0.06193845,1023.18,0.00003969
1023.4,-3.9039278,1023.4,-3.88199592,1023.4,-3.40013742,1023.4,-2.72773504,1023.4,-1.39671981,1023.4,-0.38199449,1023.4,-0.05544902,1023.4,0.0011692
1023.58,-3.90791678,1023.58,-3.88851953,1023.58,-3.40253091,1023.58,-2.72562242,1023.58,-1.39763868,1023.58,-0.38375118,1023.58,-0.05150958,1023.58,-0.00190808
1023.79,-3.90828371,1023.79,-3.89241028,1023.79,-3.40624523,1023.79,-2.7272377,1023.79,-1.40009689,1023.79,-0.38324407,1023.79,-0.0565226,1023.79,0.00080279
1023.99,-3.91102099,1023.99,-3.89280963,1023.99,-3.40271139,1023.99,-2.72625542,1023.99,-1.4058615,1023.99,-0.38318977,1023.99,-0.05768569,1023.99,0.00457817
1024.19,-3.91151452,1024.19,-3.8948915,1024.19,-3.40281796,1024.19,-2.73059154,1024.19,-1.3974154,1024.19,-0.38036323,1024.19,-0.05944802,1024.19,0.00128753
1024.4,-3.91401172,1024.4,-3.89766026,1024.4,-3.41219592,1024.4,-2.73503208,1024.4,-1.39910007,1024.4,-0.38063416,1024.4,-0.05953043,1024.4,0.00358978
1024.58,-3.92137265,1024.58,-3.89983225,1024.58,-3.4155395,1024.58,-2.73410082,1024.58,-1.40131485,1024.58,-0.37793159,1024.58,-0.06218787,1024.58,-0.00038635
1024.79,-3.92391825,1024.79,-3.89804149,1024.79,-3.41374183,1024.79,-2.74064088,1024.79,-1.40206122,1024.79,-0.38027737,1024.79,-0.06414131,1024.79,0.00124172
1024.99,-3.92861176,1024.99,-3.90834427,1024.99,-3.41482592,1024.99,-2.73699713,1024.99,-1.40435767,1024.99,-0.37940246,1024.99,-0.05782204,1024.99,-0.00100082
1025.19,-3.92281604,1025.19,-3.90976,1025.19,-3.41511893,1025.19,-2.73946476,1025.19,-1.40345955,1025.19,-0.38416559,1025.19,-0.06097257,1025.19,0.0039824
1025.39,-3.9326818,1025.39,-3.91209579,1025.39,-3.41864824,1025.39,-2.74650908,1025.39,-1.40009177,1025.39,-0.38510725,1025.39,-0.05969246,1025.39,0.00497834
1025.6,-3.93147635,1025.6,-3.91593122,1025.6,-3.42239428,1025.6,-2.74120331,1025.6,-1.40356159,1025.6,-0.38148805,1025.6,-0.0565668,1025.6,-0.00148073
1025.78,-3.93780637,1025.78,-3.9145,1025.78,-3.42669773,1025.78,-2.74333858,1025.78,-1.4078548,1025.78,-0.38567764,1025.78,-0.06100565,1025.78,0.00457411
1025.99,-3.93751931,1025.99,-3.92202902,1025.99,-3.4272871,1025.99,-2.74980569,1025.99,-1.40621614,1025.99,-0.38079691,1025.99,-0.05992388,1025.99,0.00134459
1026.19,-3.94277883,1026.19,-3.92384815,1026.19,-3.43078542,1026.19,-2.75015712,1026.19,-1.40999401,1026.19,-0.38104904,1026.19,-0.06220956,1026.19,0.00110404
1026.38,-3.94440436,1026.38,-3.92454767,1026.38,-3.43847251,1026.38,-2.74725628,1026.38,-1.40918744,1026.38,-0.38048083,1026.38,-0.06053663,1026.38,0.00506902
1026.59,-3.94601727,1026.59,-3.92617464,1026.59,-3.43052101,1026.59,-2.74723244,1026.59,-1.40611386,1026.59,-0.38602969,1026.59,-0.05762596,1026.59,0.00183804
1026.8,-3.95021796,1026.8,-3.92987728,1026.8,-3.4377954,1026.8,-2.75412631,1026.8,-1.41011643,1026.8,-0.37963545,1026.8,-0.0560417,1026.8,-0.00007835
1026.97,-3.95086312,1026.97,-3.92982841,1026.97,-3.43998218,1026.97,-2.75423217,1026.97,-1.41245842,1026.97,-0.38307333,1026.97,-0.0602131,1026.97,0.00128195
1027.19,-3.95361638,1027.19,-3.93661714,1027.19,-3.44428492,1027.19,-2.75340319,1027.19,-1.41011667,1027.19,-0.38844731,1027.19,-0.06002805,1027.19,0.0005916
1027.39,-3.9601686,1027.39,-3.93922639,1027.39,-3.44592285,1027.39,-2.76275563,1027.39,-1.41034341,1027.39,-0.38154304,1027.39,-0.06023578,1027.39,-0.00117493
1027.59,-3.96158814,1027.59,-3.94172001,1027.59,-3.45243025,1027.59,-2.75967002,1027.59,-1.41155124,1027.59,-0.38197896,1027.59,-0.06300164,1027.59,0.00370478
1027.78,-3.96481991,1027.78,-3.94182825,1027.78,-3.45268035,1027.78,-2.76136422,1027.78,-1.40964711,1027.78,-0.38208076,1027.78,-0.06128129,1027.78,-0.00097342
1027.98,-3.96691322,1027.98,-3.94388795,1027.98,-3.45231128,1027.98,-2.76365399,1027.98,-1.41452706,1027.98,-0.37911201,1027.98,-0.06162962,1027.98,-0.00190389
1028.19,-3.96576238,1028.19,-3.95202708,1028.19,-3.45534205,1028.19,-2.76746869,1028.19,-1.4116261,1028.19,-0.38538146,1028.19,-0.06132145,1028.19,0.00477272
1028.39,-3.97414327,1028.39,-3.95193934,1028.39,-3.46096873,1028.39,-2.7646389,1028.39,-1.41638374,1028.39,-0.38733888,1028.39,-0.06590135,1028.39,0.00345175
1028.59,-3.97985601,1028.59,-3.95148015,1028.59,-3.45842624,1028.59,-2.76964903,1028.59,-1.41236067,1028.59,-0.38705292,1028.59,-0.05598431,1028.59,0.00077391
1028.78,-3.97569942,1028.78,-3.95834708,1028.78,-3.46845794,1028.78,-2.77108932,1028.78,-1.41645837,1028.78,-0.38526484,1028.78,-0.06191077,1028.78,0.00077556
1029,-3.9790504,1029,-3.95996881,1029,-3.46743822,1029,-2.77043509,1029,-1.41733885,1029,-0.38638353,1029,-0.06015646,1029,0.00403668
1029.18,-3.98292756,1029.18,-3.96569514,1029.18,-3.46406245,1029.18,-2.7716682,1029.18,-1.41414893,1029.18,-0.38631329,1029.18,-0.05709818,1029.18,0.00489094
1029.37,-3.98224974,1029.37,-3.96452403,1029.37,-3.47168183,1029.37,-2.77407575,1029.37,-1.41671383,1029.37,-0.38514429,1029.37,-0.06183395,1029.37,0.00073057
1029.59,-3.98691177,1029.59,-3.96913719,1029.59,-3.47389984,1029.59,-2.77810478,1029.59,-1.41666043,1029.59,-0.38698712,1029.59,-0.06230702,1029.59,-0.00002551
