A1,,B1,,C1,,D1,,E1,,F1,,G1,,H1,
644.6,0.50342304,644.6,0.40086803,644.6,0.33101389,644.6,0.24600108,644.6,0.19211625,644.6,0.11141782,644.6,0.06330684,644.6,0.04876631
644.78,0.50113833,644.78,0.40087932,644.78,0.32736546,644.78,0.24480909,644.78,0.19047484,644.78,0.11157457,644.78,0.06076073,644.78,0.04568822
644.99,0.49854124,644.99,0.40240121,644.99,0.32816797,644.99,0.24499054,644.99,0.18372874,644.99,0.1105894,644.99,0.06453551,644.99,0.04836022
645.19,0.50144297,645.19,0.39939231,645.19,0.33511558,645.19,0.2442288,645.19,0.18127291,645.19,0.10922691,645.19,0.06401294,645.19,0.04531578
645.39,0.50219804,645.39,0.39656246,645.39,0.33045423,645.39,0.24587896,645.39,0.18921155,645.39,0.10732435,645.39,0.06518725,645.39,0.04137459
645.59,0.50255167,645.59,0.39877474,645.59,0.33397242,645.59,0.24672759,645.59,0.18704699,645.59,0.1106031,645.59,0.06672767,645.59,0.04731807
645.8,0.50311786,645.8,0.39797282,645.8,0.32950822,645.8,0.24654301,645.8,0.18369789,645.8,0.11257267,645.8,0.06519008,645.8,0.04830694
646,0.50234753,646,0.39874086,646,0.32925257,646,0.24633464,646,0.18540305,646,0.10826331,646,0.06798311,646,0.04535192
646.19,0.49768597,646.19,0.40038729,646.19,0.33076003,646.19,0.24374954,646.19,0.18369965,646.19,0.10935699,646.19,0.06380359,646.19,0.04694119
646.39,0.5029608,646.39,0.40024555,646.39,0.32986781,646.39,0.24270792,646.39,0.18224867,646.39,0.10624217,646.39,0.06788267,646.39,0.04623314
646.59,0.50057423,646.59,0.39962608,646.59,0.32676113,646.59,0.24463546,646.59,0.18204409,646.59,0.11022376,646.59,0.06426989,646.59,0.04764797
646.8,0.50071824,646.8,0.39899337,646.8,0.33505926,646.8,0.24541755,646.8,0.18443887,646.8,0.11246657,646.8,0.0657499,646.8,0.04601321
647,0.50116211,647,0.40003026,647,0.3310684,647,0.24771965,647,0.18306009,647,0.11257207,647,0.0657025,647,0.04169722
647.19,0.50286227,647.19,0.39775279,647.19,0.33208507,647.19,0.2457833,647.19,0.18524243,647.19,0.11182559,647.19,0.06938379,647.19,0.0482765
647.39,0.5030511,647.39,0.39524594,647.39,0.33217376,647.39,0.24550314,647.39,0.18855938,647.39,0.11234237,647.39,0.06581633,647.39,0.04657361
647.59,0.50252295,647.59,0.39440176,647.59,0.32813707,647.59,0.24503031,647.59,0.18225828,647.59,0.10962328,647.59,0.06112556,647.59,0.04620147
647.78,0.50015569,647.78,0.39989069,647.78,0.33380619,647.78,0.24621139,647.78,0.1854488,647.78,0.1140265,647.78,0.0656615,647.78,0.04991152
648,0.50124687,648,0.40052995,648,0.33401093,648,0.24385506,648,0.18783183,648,0.11418956,648,0.0626158,648,0.04591667
648.2,0.49824914,648.2,0.39974463,648.2,0.33095789,648.2,0.23953746,648.2,0.18581405,648.2,0.10997669,648.2,0.06374458,648.2,0.04872046
648.37,0.4999375,648.37,0.40008989,648.37,0.32866442,648.37,0.24829912,648.37,0.18397284,648.37,0.11216599,648.37,0.06572296,648.37,0.04958652
648.59,0.50152916,648.59,0.39870417,648.59,0.33245525,648.59,0.24921685,648.59,0.18782479,648.59,0.1104438,648.59,0.06528621,648.59,0.04693762
648.81,0.49795225,648.81,0.39990652,648.81,0.33206189,648.81,0.24459973,648.81,0.18560961,648.81,0.11035969,648.81,0.06389266,648.81,0.0467377
648.98,0.50136238,648.98,0.40037909,648.98,0.33095846,648.98,0.24805099,648.98,0.18286589,648.98,0.10756554,648.98,0.06380711,648.98,0.04240497
649.2,0.49868593,649.2,0.39576218,649.2,0.33233601,649.2,0.24691781,649.2,0.18337451,649.2,0.1115791,649.2,0.06837392,649.2,0.04870748
649.39,0.50143802,649.39,0.39692405,649.39,0.33052036,649.39,0.24063461,649.39,0.18529116,649.39,0.10673325,649.39,0.06254734,649.39,0.04600487
649.57,0.49712092,649.57,0.39895636,649.57,0.33159795,649.57,0.2455845,649.57,0.18317696,649.57,0.11201468,649.57,0.06716318,649.57,0.04726566
649.79,0.50301903,649.79,0.40104428,649.79,0.33427012,649.79,0.24670276,649.79,0.18459101,649.79,0.10904706,649.79,0.06658211,649.79,0.04708454
649.98,0.50179654,649.98,0.40015358,649.98,0.33117759,649.98,0.24536638,649.98,0.18426824,649.98,0.1090963,649.98,0.0652732,649.98,0.04602025
650.18,0.49910444,650.18,0.3983629,650.18,0.33246523,650.18,0.24829121,650.18,0.18370229,650.18,0.11495142,650.18,0.06658398,650.18,0.04549088
650.4,0.49869514,650.4,0.39614773,650.4,0.32829198,650.4,0.24304762,650.4,0.18460591,650.4,0.11489581,650.4,0.06497184,650.4,0.04653695
650.59,0.50069857,650.59,0.39645121,650.59,0.33210349,650.59,0.24628593,650.59,0.18384697,650.59,0.10746889,650.59,0.06433855,650.59,0.04850011
650.79,0.50026739,650.79,0.39741218,650.79,0.33491668,650.79,0.24372074,650.79,0.18989506,650.79,0.11059181,650.79,0.06438861,650.79,0.04721216
650.99,0.50405991,650.99,0.39939934,650.99,0.33170325,650.99,0.24421386,650.99,0.18535607,650.99,0.11018527,650.99,0.06477218,650.99,0.04882481
651.2,0.50270367,651.2,0.39848483,651.2,0.33046287,651.2,0.24404906,651.2,0.18732972,651.2,0.10904726,651.2,0.06507486,651.2,0.04560427
651.4,0.50424767,651.4,0.40004376,651.4,0.33356214,651.4,0.24267484,651.4,0.18950915,651.4,0.10940631,651.4,0.06506771,651.4,0.04702845
651.6,0.50387293,651.6,0.39961872,651.6,0.32951468,651.6,0.24533576,651.6,0.18150856,651.6,0.10852455,651.6,0.06965097,651.6,0.04678958
651.79,0.49999231,651.79,0.39654851,651.79,0.33202291,651.79,0.24412373,651.79,0.18561824,651.79,0.10970639,651.79,0.06158292,651.79,0.04499939
651.99,0.49983594,651.99,0.39740086,651.99,0.33709911,651.99,0.24358566,651.99,0.18662721,651.99,0.10742082,651.99,0.06453353,651.99,0.04759894
652.19,0.49846929,652.19,0.39590114,652.19,0.32916382,652.19,0.24416788,652.19,0.1840234,652.19,0.11274056,652.19,0.06894258,652.19,0.04892857
652.4,0.50368208,652.4,0.39453086,652.4,0.33267343,652.4,0.24456197,652.4,0.18499063,652.4,0.10782511,652.4,0.0644229,652.4,0.04823038
652.6,0.50102842,652.6,0.3965629,652.6,0.33081815,652.6,0.24737847,652.6,0.18569559,652.6,0.10990325,652.6,0.06633615,652.6,0.04685809
652.79,0.49862269,652.79,0.39400926,652.79,0.32480833,652.79,0.24642485,652.79,0.18359512,652.79,0.11096781,652.79,0.06395821,652.79,0.04965939
652.99,0.49743754,652.99,0.39588645,652.99,0.32854006,652.99,0.24294335,652.99,0.18602298,652.99,0.11220179,652.99,0.06614543,652.99,0.04564862
653.19,0.49978656,653.19,0.39859089,653.19,0.33624139,653.19,0.24363349,653.19,0.17952855,653.19,0.11241991,653.19,0.06895369,653.19,0.04776269
653.38,0.50051457,653.38,0.39643687,653.38,0.33363637,653.38,0.24425332,653.38,0.18723069,653.38,0.10951602,653.38,0.06469879,653.38,0.04097701
653.6,0.50392342,653.6,0.40012634,653.6,0.33421445,653.6,0.24330114,653.6,0.18605763,653.6,0.10987604,653.6,0.06665581,653.6,0.04619993
653.8,0.50337225,653.8,0.39558455,653.8,0.33385208,653.8,0.24590404,653.8,0.18016641,653.8,0.11257759,653.8,0.06253789,653.8,0.04726432
653.99,0.50261885,653.99,0.39600813,653.99,0.32900357,653.99,0.24536395,653.99,0.18659496,653.99,0.11137062,653.99,0.06312247,653.99,0.04667193
654.19,0.4978877,654.19,0.39690542,654.19,0.33133268,654.19,0.24731427,654.19,0.18363942,654.19,0.10912454,654.19,0.07071012,654.19,0.04827572
654.39,0.50159907,654.39,0.39892706,654.39,0.33491936,654.39,0.24114901,654.39,0.18412614,654.39,0.11129964,654.39,0.06167625,654.39,0.04416481
654.58,0.50108904,654.58,0.39426193,654.58,0.32907081,654.58,0.24353591,654.58,0.18571763,654.58,0.11130624,654.58,0.06333319,654.58,0.04698359
654.8,0.50155354,654.8,0.39581102,654.8,0.33026969,654.8,0.24195117,654.8,0.1852019,654.8,0.10917049,654.8,0.06610435,654.8,0.04669563
654.99,0.50308084,654.99,0.39733788,654.99,0.33284122,654.99,0.24438339,654.99,0.18500337,654.99,0.10959873,654.99,0.0615501,654.99,0.04881548
655.17,0.50102711,655.17,0.39687252,655.17,0.33096486,655.17,0.2471251,655.17,0.18700548,655.17,0.11164744,655.17,0.067275,655.17,0.0458913
655.39,0.50550622,655.39,0.40006381,655.39,0.33026576,655.39,0.24994718,655.39,0.18478987,655.39,0.10989313,655.39,0.0667288,655.39,0.04570368
655.59,0.50049633,655.59,0.40126005,655.59,0.32839713,655.59,0.24128523,655.59,0.18483226,655.59,0.10929902,655.59,0.06778255,655.59,0.04825658
655.78,0.50252503,655.78,0.39294749,655.78,0.33082047,655.78,0.24600314,655.78,0.18539953,655.78,0.10757302,655.78,0.06716046,655.78,0.04412569
656,0.49992111,656,0.40074486,656,0.32881701,656,0.2469788,656,0.18561541,656,0.106936,656,0.06613812,656,0.04588326
656.19,0.5030238,656.19,0.4009662,656.19,0.32764986,656.19,0.24409615,656.19,0.18739749,656.19,0.10862613,656.19,0.0653763,656.19,0.04112285
656.39,0.49945635,656.39,0.39900652,656.39,0.33107877,656.39,0.24703526,656.39,0.19063331,656.39,0.10731351,656.39,0.06599613,656.39,0.04992437
656.59,0.49975455,656.59,0.39606896,656.59,0.32634872,656.59,0.24773386,656.59,0.18435031,656.59,0.11139766,656.59,0.06560232,656.59,0.04719922
656.8,0.50057179,656.8,0.39687753,656.8,0.33208865,656.8,0.24539992,656.8,0.18855679,656.8,0.11236075,656.8,0.06451029,656.8,0.04679785
657,0.50242347,657,0.39739799,657,0.32638818,657,0.24239825,657,0.18114311,657,0.11208646,657,0.06735849,657,0.04472924
657.2,0.50302953,657.2,0.40001786,657.2,0.3315022,657.2,0.24828574,657.2,0.17971793,657.2,0.11310935,657.2,0.06943697,657.2,0.0458511
657.39,0.50153393,657.39,0.39594936,657.39,0.33153939,657.39,0.24743488,657.39,0.18632053,657.39,0.11154195,657.39,0.06526929,657.39,0.04959895
657.59,0.4988485,657.59,0.39469004,657.59,0.33062845,657.59,0.24438368,657.59,0.18432549,657.59,0.11314942,657.59,0.06606597,657.59,0.04550814
657.79,0.49963188,657.79,0.39745921,657.79,0.33384088,657.79,0.24794337,657.79,0.18635194,657.79,0.10923397,657.79,0.06558245,657.79,0.04384116
658,0.50024259,658,0.39659858,658,0.32949713,658,0.24484664,658,0.1846686,658,0.1091468,658,0.06597096,658,0.04483723
658.2,0.50232685,658.2,0.39507258,658.2,0.33119267,658.2,0.24540903,658.2,0.17757216,658.2,0.10937488,658.2,0.06354692,658.2,0.04933055
658.39,0.50130063,658.39,0.40164542,658.39,0.32699624,658.39,0.24442828,658.39,0.18418941,658.39,0.11419363,658.39,0.06328278,658.39,0.04639151
658.59,0.50238091,658.59,0.39730221,658.59,0.3307516,658.59,0.24731475,658.59,0.18665011,658.59,0.11038926,658.59,0.06647587,658.59,0.04911321
658.79,0.49851215,658.79,0.39770344,658.79,0.33023497,658.79,0.24454568,658.79,0.18970957,658.79,0.11002553,658.79,0.06428029,658.79,0.04615325
658.99,0.50272769,658.99,0.39603171,658.99,0.33273232,658.99,0.24582988,658.99,0.18676277,658.99,0.11001565,658.99,0.06742471,658.99,0.04546521
659.2,0.49848202,659.2,0.39845943,659.2,0.32610887,659.2,0.2472367,659.2,0.18918206,659.2,0.11372869,659.2,0.06171696,659.2,0.04625624
659.4,0.499295,659.4,0.40164736,659.4,0.33091983,659.4,0.24760692,659.4,0.18830884,659.4,0.11279973,659.4,0.06584548,659.4,0.04875691
659.59,0.50076777,659.59,0.39914712,659.59,0.3296805,659.59,0.24038097,659.59,0.18428782,659.59,0.11055147,659.59,0.06253054,659.59,0.04776267
659.79,0.49637946,659.79,0.39834544,659.79,0.32774433,659.79,0.24438947,659.79,0.18613079,659.79,0.10943634,659.79,0.06528501,659.79,0.05203337
659.99,0.50121731,659.99,0.39693975,659.99,0.3282769,659.99,0.24470022,659.99,0.18264355,659.99,0.11135323,659.99,0.06804629,659.99,0.0535801
660.18,0.50220424,660.18,0.3972961,660.18,0.33195865,660.18,0.24227951,660.18,0.1838049,660.18,0.10870546,660.18,0.06633203,660.18,0.05009817
660.4,0.50246918,660.4,0.39951941,660.4,0.33211684,660.4,0.24527891,660.4,0.18467835,660.4,0.11098833,660.4,0.06228461,660.4,0.04670637
660.59,0.50140101,660.59,0.40230373,660.59,0.33353075,660.59,0.24407303,660.59,0.18615337,660.59,0.11143193,660.59,0.06533156,660.59,0.04371048
660.79,0.50318795,660.79,0.3951731,660.79,0.33460632,660.79,0.24313913,660.79,0.18542203,660.79,0.11359109,660.79,0.06258965,660.79,0.04773247
660.99,0.50416845,660.99,0.39824846,660.99,0.33143282,660.99,0.23847963,660.99,0.18935511,660.99,0.11180566,660.99,0.06950379,660.99,0.04989356
661.2,0.5038197,661.2,0.39525172,661.2,0.33418423,661.2,0.24210258,661.2,0.18383698,661.2,0.10926337,661.2,0.06329077,661.2,0.04710642
661.38,0.49857467,661.38,0.39341748,661.38,0.32916465,661.38,0.24497166,661.38,0.18394057,661.38,0.11263926,661.38,0.06357059,661.38,0.04646397
661.6,0.50156724,661.6,0.3989329,661.6,0.32919535,661.6,0.24201037,661.6,0.18320855,661.6,0.10923194,661.6,0.06500667,661.6,0.04631143
661.79,0.49887809,661.79,0.39655328,661.79,0.33136639,661.79,0.24373755,661.79,0.18812312,661.79,0.11219842,661.79,0.06404457,661.79,0.04444476
661.99,0.50001925,661.99,0.39811468,661.99,0.33003506,661.99,0.24287294,661.99,0.18775219,661.99,0.11522107,661.99,0.06333304,661.99,0.04569475
662.19,0.50229764,662.19,0.39862034,662.19,0.32988772,662.19,0.24458657,662.19,0.18767519,662.19,0.11006367,662.19,0.06347614,662.19,0.04799408
662.4,0.49877557,662.4,0.40232766,662.4,0.32814497,662.4,0.24391133,662.4,0.18578985,662.4,0.11497857,662.4,0.06589177,662.4,0.047397
662.58,0.50105017,662.58,0.40083987,662.58,0.33068177,662.58,0.24361795,662.58,0.18746278,662.58,0.11226796,662.58,0.06303898,662.58,0.0445275
662.8,0.50157231,662.8,0.39918005,662.8,0.33177784,662.8,0.24429062,662.8,0.18679185,662.8,0.11263144,662.8,0.06514158,662.8,0.04741414
662.97,0.50113511,662.97,0.40309361,662.97,0.33046508,662.97,0.24453099,662.97,0.18546668,662.97,0.11111545,662.97,0.0687381,662.97,0.0439327
663.18,0.50066441,663.18,0.39909434,663.18,0.32919511,663.18,0.24583641,663.18,0.18758784,663.18,0.11341017,663.18,0.06734756,663.18,0.04991413
663.4,0.50352657,663.4,0.40065011,663.4,0.33189809,663.4,0.24502255,663.4,0.1858912,663.4,0.11168738,663.4,0.06419726,663.4,0.04645206
663.6,0.49913913,663.6,0.39623713,663.6,0.33208278,663.6,0.24302307,663.6,0.18379809,663.6,0.1107555,663.6,0.06623993,663.6,0.04501072
663.8,0.50572067,663.8,0.39705455,663.8,0.33259332,663.8,0.24256924,663.8,0.18609124,663.8,0.11063732,663.8,0.0647392,663.8,0.04688823
663.99,0.50190687,663.99,0.39706191,663.99,0.33408201,663.99,0.24416782,663.99,0.18420388,663.99,0.11248764,663.99,0.06756748,663.99,0.04515858
664.19,0.5015465,664.19,0.3992475,664.19,0.33346611,664.19,0.24194857,664.19,0.18559545,664.19,0.10996804,664.19,0.06527682,664.19,0.04719099
664.39,0.50043041,664.39,0.39716107,664.39,0.32817763,664.39,0.24496832,664.39,0.18353821,664.39,0.10834813,664.39,0.06298187,664.39,0.04932349
664.6,0.49905401,664.6,0.3986471,664.6,0.32857117,664.6,0.24430223,664.6,0.18485655,664.6,0.10974216,664.6,0.05980112,664.6,0.04724769
664.8,0.50075871,664.8,0.39781991,664.8,0.33075085,664.8,0.24677911,664.8,0.18382259,664.8,0.11035088,664.8,0.06372306,664.8,0.04241958
664.99,0.49954146,664.99,0.39887819,664.99,0.32948616,664.99,0.24719891,664.99,0.18673773,664.99,0.11177255,664.99,0.06754748,664.99,0.04980523
665.19,0.50367796,665.19,0.39966542,665.19,0.32832688,665.19,0.24967036,665.19,0.1820167,665.19,0.11260501,665.19,0.06768318,665.19,0.04841648
665.39,0.50087178,665.39,0.39714319,665.39,0.32779461,665.39,0.24380943,665.39,0.18703455,665.39,0.10905398,665.39,0.06682374,665.39,0.04822519
665.59,0.49917838,665.59,0.39855298,665.59,0.33278435,665.59,0.24469966,665.59,0.183878,665.59,0.11131471,665.59,0.06490352,665.59,0.04770067
665.78,0.50061923,665.78,0.39917162,665.78,0.32875836,665.78,0.24827565,665.78,0.18800056,665.78,0.11110491,665.78,0.06131063,665.78,0.04718268
666,0.49655613,666,0.40171733,666,0.33268988,666,0.24897209,666,0.18706213,666,0.11532188,666,0.06686401,666,0.04605006
666.19,0.5016371,666.19,0.39844233,666.19,0.33114904,666.19,0.24702236,666.19,0.18851899,666.19,0.10951917,666.19,0.0635895,666.19,0.04722631
666.37,0.49905682,666.37,0.39475536,666.37,0.32990336,666.37,0.24246296,666.37,0.18713772,666.37,0.11123999,666.37,0.06190277,666.37,0.04534406
666.59,0.50192142,666.59,0.39375901,666.59,0.33115554,666.59,0.24418305,666.59,0.1886926,666.59,0.11130553,666.59,0.06737497,666.59,0.04608472
666.79,0.4965907,666.79,0.40107206,666.79,0.32675341,666.79,0.24188167,666.79,0.18444858,666.79,0.11301076,666.79,0.06562979,666.79,0.04900351
666.99,0.49589288,666.99,0.39738265,666.99,0.32964045,666.99,0.24731062,666.99,0.18598874,666.99,0.11252882,666.99,0.07097773,666.99,0.04371855
667.18,0.49779063,667.18,0.39867827,667.18,0.32924396,667.18,0.24534513,667.18,0.18714952,667.18,0.11064526,667.18,0.06470342,667.18,0.04932978
667.39,0.50027913,667.39,0.40263876,667.39,0.32806686,667.39,0.24625011,667.39,0.18743682,667.39,0.11386213,667.39,0.06862812,667.39,0.04330939
667.58,0.50144631,667.58,0.40044355,667.58,0.32875526,667.58,0.23787694,667.58,0.18729271,667.58,0.11048806,667.58,0.06855451,667.58,0.05172123
667.79,0.50121653,667.79,0.39792058,667.79,0.33137605,667.79,0.24655013,667.79,0.1837367,667.79,0.11075927,667.79,0.0650969,667.79,0.04534328
668,0.49985209,668,0.39655644,668,0.33148628,668,0.2439182,668,0.18896836,668,0.1112659,668,0.06500886,668,0.04700579
668.18,0.50361764,668.18,0.39716837,668.18,0.33066386,668.18,0.24426338,668.18,0.18902262,668.18,0.10904263,668.18,0.06394421,668.18,0.04901192
668.4,0.50188333,668.4,0.39964023,668.4,0.33184329,668.4,0.24668805,668.4,0.18620645,668.4,0.11343946,668.4,0.06464965,668.4,0.0443729
668.59,0.50148302,668.59,0.39829397,668.59,0.33384556,668.59,0.24651167,668.59,0.18630874,668.59,0.1135651,668.59,0.06572308,668.59,0.04343311
668.78,0.50357503,668.78,0.39694881,668.78,0.33052701,668.78,0.24314772,668.78,0.18238701,668.78,0.11314635,668.78,0.06719334,668.78,0.04527478
668.99,0.50380653,668.99,0.39778557,668.99,0.32540345,668.99,0.24609083,668.99,0.18584409,668.99,0.11364795,668.99,0.06793478,668.99,0.04404489
669.19,0.5038169,669.19,0.39827374,669.19,0.33465716,669.19,0.24863662,669.19,0.18282305,669.19,0.11107562,669.19,0.0661113,669.19,0.04914522
669.39,0.50325704,669.39,0.39732531,669.39,0.33170772,669.39,0.246778,669.39,0.18464439,669.39,0.10807143,669.39,0.06729016,669.39,0.04788947
669.59,0.50325525,669.59,0.39934751,669.59,0.32760036,669.59,0.24452055,669.59,0.18554534,669.59,0.10961425,669.59,0.06953526,669.59,0.04334822
669.79,0.50217026,669.79,0.39749393,669.79,0.32932535,669.79,0.244544,669.79,0.18690674,669.79,0.1080964,669.79,0.06872024,669.79,0.04871619
669.99,0.50125617,669.99,0.39765245,669.99,0.33053893,669.99,0.24322851,669.99,0.18670256,669.99,0.11315355,669.99,0.06204444,669.99,0.0487893
670.2,0.50090212,670.2,0.40103251,670.2,0.33126342,670.2,0.24263708,670.2,0.18640235,670.2,0.110773,670.2,0.06490636,670.2,0.04957894
670.4,0.50056058,670.4,0.39927632,670.4,0.33058238,670.4,0.24392207,670.4,0.18907602,670.4,0.10923941,670.4,0.06193192,670.4,0.04873232
670.59,0.50122136,670.59,0.39685366,670.59,0.33391437,670.59,0.24474277,670.59,0.18578078,670.59,0.10875051,670.59,0.06414393,670.59,0.04786009
670.79,0.50037688,670.79,0.39737448,670.79,0.32714403,670.79,0.24479178,670.79,0.18321554,670.79,0.1144138,670.79,0.06586779,670.79,0.04758567
670.99,0.49794722,670.99,0.39405379,670.99,0.33237088,670.99,0.24424188,670.99,0.18190312,670.99,0.10990331,670.99,0.06628761,670.99,0.04576314
671.19,0.50322825,671.19,0.39542106,671.19,0.32991379,671.19,0.24492967,671.19,0.18614136,671.19,0.11343475,671.19,0.06503668,671.19,0.04863123
671.4,0.49910292,671.4,0.39530057,671.4,0.33027509,671.4,0.24619922,671.4,0.18971579,671.4,0.1091365,671.4,0.06502542,671.4,0.04890941
671.58,0.50097531,671.58,0.401214,671.58,0.33373567,671.58,0.24471143,671.58,0.18765235,671.58,0.11194102,671.58,0.06657595,671.58,0.04844686
671.79,0.49747744,671.79,0.39848393,671.79,0.32745865,671.79,0.25032499,671.79,0.18383192,671.79,0.10985009,671.79,0.06996154,671.79,0.04350137
671.97,0.50325197,671.97,0.39823827,671.97,0.33146927,671.97,0.25009269,671.97,0.18535508,671.97,0.10789326,671.97,0.06851898,671.97,0.04527124
672.19,0.50148767,672.19,0.39460367,672.19,0.32981688,672.19,0.24434432,672.19,0.18112676,672.19,0.10921744,672.19,0.06570033,672.19,0.04596779
672.4,0.49928635,672.4,0.40141067,672.4,0.33132976,672.4,0.24000826,672.4,0.18832566,672.4,0.11244828,672.4,0.06387427,672.4,0.04601115
672.58,0.500453,672.58,0.40323055,672.58,0.33046827,672.58,0.24845812,672.58,0.1874482,672.58,0.11242742,672.58,0.06958359,672.58,0.04817976
672.8,0.50275433,672.8,0.39960012,672.8,0.33180401,672.8,0.24444509,672.8,0.18746385,672.8,0.11517027,672.8,0.06373938,672.8,0.04869242
672.99,0.50134969,672.99,0.40104896,672.99,0.33327016,672.99,0.24491097,672.99,0.1861691,672.99,0.11079159,672.99,0.06285458,672.99,0.04620662
